AircraftType,V2,TakeoffDistance,WTC,RECATEU,MTOW,ROC_to_5000,IAS_to_5000,ROC_to_FL150,IAS_to_FL150,ROC_to_FL240,IAS_to_FL240,ROC_to_MACH,IAS_to_MCAH,TAS_Cruise,MACH_Cruise,Ceiling_Cruise,Range_Cruise,IAS_to_FL240_Dec,ROD_to_FL240,IAS_to_FL100_Dec,ROD_to_FL100,IAS_Approach,MCS_Approach,ROD_Approach,Vat,APC,LandingDistance,AircraftSubTypeList,Accomodation,Note,AlternativeName,Wingspan,Length,Height,PowerPlant,Pax,ADG,TaxiingSpeedMax,TaxiingSpeedNorm,setAccelerationOnRunwayMax,setDecelerationOnRunwayMax,AccelerationOnGroundMax,DecelerationOnGroundMax
PAY3,105,700,L,Light,5080,2400,135,771.666,240,514.444,240,NaN,,280,NaN,FL350,2270,,,250,771.666,180,61.73328,771.666,54.01662,B,650,PAY3,One or two pilots and typical 6 passengers up to 9 in high density configuration.,Executive transport aircraft. In service since 1980.  Larger T-tail development of PA-31T Cheyenne 2. Replaced by the more powerful PA-42-720. Licence production by AICSA. Columbia. Airliner version PA-31T3.T-400 Cheyenne 400 (ICAO Designator: PAY4).,PA-42-720 Cheyenne 3,14.5,13.2,4.5,2 x 720 SHP P&amp;W PT6A-41 turboprops with 3 blade propellers.,6,A,15.4332,7.71666,3,,1.028888,1.028888
PAY4,125,700,L,Light,5470,3200,155,1028.888,260,771.666,260,NaN,,360,NaN,FL410,1800,,,280,771.666,210,NaN,771.666,61.73328,B,650,PAY4,One or two pilots typical 6 passengers. up to 9 in high density configuration.,Executive transport aircraft. In service since 1984.  More powerful and faster airliner development of PA-42-720 Cheyenne 3.,PA-42-1000 Cheyenne 400,14.5,13.2,5.2,2 x 1.645 SHP derated to 1.000 SHP Garrett TPE331-14A/B turboprops with 4 blade propellers.,6,A,15.4332,7.71666,3,,1.028888,1.028888
PC12,110,600,L,Light,4500,1700,130,514.444,130,360.1108,130,NaN,,270,NaN,FL300,2000,,,210,771.666,180,72.02216,771.666,43.72774,A,550,PC12,One or two pilots and typical 9 passengers (6 in executive- . 4 in combi version).,Light utility and business transport. In service since 1994.  Latest single engined powered Pilatus product. PC-12 has a King air sized cabin with EFIS cockpit. Also used as combi passenger / freighter. New smaller winglets since 1998.,PC-12.Eagle,16.2,14.4,4.3,1 x 1.200 SHP P&amp;W PT6A-67B turboprop with 4 bladed Hartzell propeller.,9,B,15.4332,7.71666,3,,1.028888,1.028888
PC6T,60,100,L,Light,2770,1200,90,411.5552,100,360.1108,100,NaN,,130,NaN,FL250,850,,,120,360.1108,110,33.43886,257.222,30.86664,A,100,PC6T,One pilot and up to11 passengers.,STOL utility transport aircraft. In service since 1965.  Turboprop development of PC-6 Porter (ICA Designator: PC6P).First flight in 1959. Replaced by PC-6/B2-H2 in 1970. Current version PC-6/B2-H4 with increased max. take-off weight. revised wingtips. strengthened airframe structure and improved gear. Also used by military as troop-transporter and ambulance aircraft. US Army type UV-20 Chiricahuas. Licence production by FAIRCHILD. United States. as PC-6 Heli-Porter and UA-23 Peacemaker.,PC-6A/B/C Turbo-Porter,15.9,10.9,3.2,1 x 550 SHP P&amp;W PT6A-27 turboprop with 3 blade propeller.,11,B,15.4332,7.71666,3,,1.028888,1.028888
PC7,90,300,L,Light,2700,2800,120,1028.888,190,514.444,190,NaN,,230,NaN,FL250,1050,,,230,1543.332,140,NaN,771.666,46.29996,A,400,PC7,Instructor and trainee in tandem position.,Turbo-prop trainer. In service since 1978 (MK II since 1992).  Pilatus most successful military program. Based on Pilatus P-3. Built in many versions for military operators in more than 18 Countries. Swiss Air Force Type PC-7. Licence production by ATLAS/DENEL. South Africa. Improved development PC-7 MK II Astra with 4 blade propeller for South African Air Force since 1992. Production of upgrade kits to MK II Astra standard since 1994.,DENEL PC-7 Astra,10.1,10.1,3.3,1 x 700 SHP P&amp;W PT6A-25C turboprop with 3 blade propeller.,0,A,15.4332,7.71666,3,,1.028888,1.028888
PC9,90,250,L,Light,3200,4100,140,1286.11,150,874.5548,150,NaN,,300,NaN,FL380,860,,,250,1543.332,200,46.29996,771.666,41.15552,A,350,PC9,Pilot and trainee in tandem position.,Advanced trainer. In service since 1985 (T-6A since 2000).  More powerful development of PILATUS PC-7 turbo trainer with new cockpit and tail. Major operators in Europe. Asia and Africa. In Germany operating 10 PC-8Bs as target towings. Further development by RAYTHEON. United States. T-6A Texan II for US Air Force and US Navy (700 aircraft). Export customers of T-6A are Canada (24 aircraft designated CT-156 Harvard II) and Greece (45 aircraft).,,10.1,10.7,3.3,PC-9: 1 x 1.150 SHP P&amp;W PT6A-62 turbo-prop with 4 blade propeller. T-6A: 1 x 1.708 SHP P&amp;W PT6A-68 turbo-prop with 4 blade propeller.,0,A,15.4332,7.71666,3,,1.028888,1.028888
PRM1,,915,L,Light,5670,,,NaN,320,NaN,320,NaN,,450,0.42698852,FL410,1500,,,,NaN,,NaN,NaN,NaN,B,750,PRM1,1-2 pilots and up to 6 passengers.,The Premier 1 first flew on 22 December 1998.&#13;&#10;&#13;&#10;ICAO code: PRM1,,13.56,14.02,4.67,2x Williams / Rolls-Royce FJ44-2A,6,A,15.4332,7.71666,3,,1.028888,1.028888
PZ04,45,120,L,Light,1300,900,75,51.4444,22,51.4444,22,NaN,,80,NaN,FL130,275,,,80,257.222,50,20.57776,257.222,25.7222,A,100,PZ04,One pilot and 3 passengers.,Light utility aircraft. In service since 1967.  Polands most successful light aircraft development. More than 960 aircraft were built. Flat piston engined version PZL-104 Wliga 2000 (ICAO Designator: PZ4M). Mostly used for agricultural and glider towing purposes.,,11.1,8.1,2.96,1 x 260 HP PZL IAI-14RA radial piston engine with 2 blade propeller.,3,A,15.4332,7.71666,3,,1.028888,1.028888
R135,125,2700,H,Lower,146000,4800,155,1286.11,300,771.666,300,514.444,0.76,480,0.39612188,FL500,3000,0.75,800,300,1543.332,240,NaN,771.666,77.1666,D,800,R135,5 cockpit crew. and 22 rear crew members.,Special missions aircraft. Special missions adaptions based on the C-135 airframe. Orginaly developed as EC-135 command post  for the B-52 nuclear bomber fleet. RC-135U. RC-135V Rivet Joint and RC-135W signals intelligence variants with automatic ELINT emitter locator system. RC-135V and RC-135W with nose featuring further sensor. TC-135W crew trainig version. RC-135S Cobra Ball for balistic missile launch detection. The US Air Force is re-engining ist RC-135s with CFM engines.,,39.9,41.5,12.7,4 x 80.1 kN P&amp;W TF33-P9 or 4 x 106.8 kN CFM 56-2A2/3 turbofans.,22,D,15.4332,7.71666,3,,1.028888,1.028888
R44,,,L,Light,1134,1000,60,NaN,,NaN,,NaN,,110,NaN,FL140,300,,,100,514.444,80,NaN,514.444,7.71666,A,,R44,one or two pilots. 2 or 3 passengers.,The R44 first flew in March 1990. First delivery was in February 1993.&#13;&#10;The first R44 was known as the Astro. The model introduced in 2000 is known as the Raven which has hydraulic assisted controls. In 2002 the Raven II was introduced. this helicopter has a more powerful fuel injected engine and wider blades giving it a higher MTOW and better performance.&#13;&#10;,,10.1,9,3.3,RAVEN II :1 × Lycoming IO-540-AE1A5 6 cylinder. flat engine with fuel injection. 245 bhp (183 kW) &#13;&#10;Raven I + Astro : 1x Lycoming O-540 Carbureted 6 cylinders,3,A,15.4332,7.71666,3,,1.028888,1.028888
RALL,65,300,L,Light,1050,800,95,51.4444,95,51.4444,95,NaN,,120,NaN,FL110,700,,,110,257.222,110,38.5833,257.222,30.86664,A,200,RALL,One pilot and 3 passengers.,Light aircraft family. In service since 1960.  Europes most successful family of light aircraft. More than 3500 Rallys built by Sud Aviation and Socata. MS-880B and MS-886 3 seats. all other versions 4 seats. Today remains in production in Poland as the PZL-110/111 Koliber.  MS-894: Wing span 9.74 m Length 9.74 m Height 3.67 m  MTOW 1200 kg.,MORANE-SAULNIER Rallye Club.Super Rallye,9.7,7.2,2.8,880B: 1 x 100 HP Continental O-220-A piston engine with 2 blade propeller. 890: 1 x 150 HP Lycoming O-320 piston engine with 2 blade propeller. 894: 1 x 235 HP Lycoming O-540-B4BT piston engine with 3 blade propeller.,3,A,15.4332,7.71666,3,,1.028888,1.028888
RJ1H,125,1600,M,Lower,46020,1500,155,1028.888,250,617.3328,250,257.222,0.65,420,0.34982192,FL310,1100,0.68,800,250,1543.332,250,102.8888,771.666,64.3055,C,1200,ARJ,Flightcrew of two and typical 100 passengers in single class. up to 128 in high density configuration.,Short range regional airliner. In service since 1988.  Member of AVRO/AI(R) RJ family updated and re-engined types of BAe-146-300 (ICAO Designator: B463). Stretched development of BAe-146-200 / RJ85. Avroliner 100 signifies for 100 passengers. Total of 71 aircraft were built.,,26.34,31,8.61,4 x 31.15kN Textron Lycoming LF 507 turbofans.,100,C,15.4332,7.71666,3,,1.028888,1.028888
RJ70,125,1600,M,Lower,23290,2000,155,771.666,220,617.3328,220,257.222,0.6,400,0.34982192,FL310,1120,0.68,800,250,1543.332,250,102.8888,771.666,64.3055,C,1200,AR7,Flightcrew of two and typical 70 passengers in single class. up to 94 in high density configuration.,Short range regional airliner. In service since 1983.  Member of AVRO RJ family updated and re-engined types of BAe-146-100 (ICAO Designator B461). Avroliner 70 signifies for 70 passengers. Production of BAe-146 was switched to RJ in 1993. Total of 12 aircraft were built.,,26.21,26.16,8.59,4 x 31.15 kN Textron Lycoming LF 507 turbofans.,70,C,15.4332,7.71666,3,,1.028888,1.028888
RJ85,125,1030,M,Lower,42190,2200,155,771.666,220,617.3328,220,257.222,0.65,420,0.34982192,FL310,1100,0.68,800,250,1543.332,250,102.8888,771.666,64.3055,C,1200,AR8,Flightcrew of two and typical 85 passengers in single class. up to 112 in high density configuration.,Short range regional airliner. Avroliner 85 signifies for 85 passengers. Successor of the BAe-146-200. Production was switched to RJ 85 in 1993. The RJ85 features an improved cabin and the more efficient LF 507 s. Total of 87 aircraft were built.,British Aerospace RJ-85<br />RJ-85 Avroliner,26.34,28.55,8.61,4 x 31.15 kN Textron Lycoming LF 507 turbofans.,85,C,15.4332,7.71666,3,,1.028888,1.028888
S601,125,1400,L,Light,6600,2700,155,1028.888,250,771.666,250,514.444,0.68,310,0.32924416,FL410,1400,0.68,1000,250,1028.888,250,108.03324,771.666,61.73328,B,800,NDC,Two pilots and 6 passengers in executive. up to 14 in high density configuration.,Light corporate jet. In service since 1974.  Light corporate jet development for multi roles. Production ceased in 1977 after 39 aircraft were built. 33 of the Corvettes remain in service by corporate operators in Europe.,Corvette,12.9,13.8,4.2,2 x 10.5 KN P&amp;W JT15-D4 turbofans.,6,A,15.4332,7.71666,3,,1.028888,1.028888
S61,,,M,Light,8620,1500,100,NaN,,NaN,,NaN,,120,NaN,FL125,450,,1000,100,514.444,90,NaN,514.444,7.71666,A,,S61,2 pilots and up to 30 passengers.,The prototype of the S61 first flew in March 1959. Deliveries began in September 1961. This helicopter is still being built. and is very popular for off-shore operation.,,17.96,18.9,5.32,2 × General Electric CT58-140 turboshafts. 1.500 shp (1.120 kW) each,30,B,15.4332,7.71666,3,,1.028888,1.028888
S76,,,L,Light,5307,1800,70,NaN,,NaN,,NaN,,150,NaN,FL138,410,,,150,771.666,60,NaN,514.444,7.71666,A,,S76,2 pilots and 13 passengers.,The first model of the S-76 first flew in March 1977. The latest model. &#13;&#10; the S-76D. first flew in February 2009. The latest version has the same MTOW and VMO as the earlier models. but with better performance.,,13.41,16,4.42,2 × Turbomeca Arriel 2S2 turboshaft. 922 shp (688 kW) each&#13;&#10;S76D : 2x Pratt &amp; Whitney Canada PW210S 1050 hp (783 kW) engines&#13;&#10;earlier models were powered by the Allison 250-C30s engines.,13,A,15.4332,7.71666,3,,1.028888,1.028888
SB05,90,500,L,Light,4635,13000,120,3858.33,300,2057.776,300,771.666,0.6,450,0.39097744,FL420,1200,0.71,5000,300,2572.22,250,NaN,771.666,59.16106,B,550,SB05,Flightcrew of two side by side.,Basic/advanced trainer and light attack aircraft. In service since 1966.  Operated by Swedish and Austrian Air Force. Re-engined version SK60W since 1998.,SAAB 105 (Sk60)<br />Sk60,9.5,10.8,2.7,SK60:2 x 12.93 KN GE J 85-GE-17B or 2 x 7.43 KN Turbemeca Ansisque turbofans. SK60W: 2 x 8.45 KN Williams R-R FJ44-16 turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
SB20,110,1300,M,Lower,21000,2300,140,874.5548,250,668.7772,250,NaN,,360,0.3086664,FL310,1200,,,340,771.666,250,82.31104,771.666,56.58884,B,1300,S20,Flightcrew of two and typical 50 passengers. up to 58 in high density configuration.,Turboprop regional airliner. In service since 1994.  Stretched. more powerful development of SAAB 340 regional airliner. First civil aircraft powered by Allison AE-2100A turboprops (developed for the V-22 Osprey tiltrotor). Cabin noise is reduced by an active noise control system with 72 microphones and 36 speakers which generate an anti-phase noise. 56 aircraft were built until 1998 and production then ceased.,,24.8,27.3,7.7,2 x 4.125 SHP Allison AE-2100A turboprops with 6 blade propellers.,50,C,15.4332,7.71666,3,,1.028888,1.028888
SB32,,,M,Light,13500,49000,220,10288.88,400,5144.44,400,1800.554,0.75,260,0.4629996,FL492,1078,0.8,10000,280,5144.44,180,87.45548,1800.554,64.3055,C,,SB32,2 crew,The Saab 32 replaced the Saab B18 in the Swedish Air Force in 1953.  It flew untill late 1990s. however 2 still remain operational to collect air samples. As an example one was used to collect volcanic ash samples in 2010. ,,13,14.94,4.65,1x Svenska Flygmotor RM6A turbojet with afterburner. delivering 65.3kN with afterburner,0,A,15.4332,7.71666,3,,1.028888,1.028888
SB37,145,400,M,Lower,20000,40000,300,12861.1,250,10288.88,250,10288.88,0.8,480,0.44242184,FL590,1000,0.85,10000,350,5144.44,250,NaN,771.666,61.73328,B,300,SB37,One pilot. (two seats in the trainer version),Multi-role fighter. In service since 1971.  Exists in versions for intercept. attack and reconnaissance and two-seater as ECM trainer. Only used by Royal Swedish Air Force. specially designed for short landings. Max speed: Mach 2.1,SAAB 37 Viggen<br />SAAB AJ37.AJS37.JA37.SF37.SH37.Sk37,10.6,16.4,5.9,1 x 78.1 kN Volvo RM8B afterburning turbofan with thrust-reversers.,0,A,15.4332,7.71666,3,,1.028888,1.028888
SB39,145,800,M,Light,14000,50000,300,15433.32,270,12861.1,270,7716.66,0.8,480,0.4629996,FL500,860,0.85,10000,350,5144.44,250,NaN,771.666,61.73328,B,800,SB39,One pilot ( two in tandem position in JAS39B).,Light weight multi-role fighter. In service since 1996.  SAABs sixth fighter development for Royal Swedish Air Force to replace the Viggen. Two seat version SK 39B (first flight 22. Nov. 1996). First export customer is South Africa.,,8.4,14.1,4.5,1 x 80.5 kN Volvo Flygmotor RM 12  (F404-GE-400) afterburning turbofan.,0,A,15.4332,7.71666,3,,1.028888,1.028888
SBR2,145,1300,M,Light,10430,4700,175,1286.11,290,771.666,290,514.444,0.72,450,0.40126632,FL450,2400,0.72,1000,290,1028.888,250,92.59992,771.666,72.02216,C,800,SBR2,Flightcrew of two and up to 10 passengers.,Executive corporate jet. In service since 1979.  Improved. stretched turbofan powered development of NA-265-60 (ICAO Designator: SBR1). Production ceased in 1981. Most are still  in service. Both models are used by several military organisations and American Federal services.,NORTH AMERICAN  NA-265 Sabre 75<br />ROCKWELL NA-265 Sabre 75/80,13.6,14.3,4.9,2 x 20.2 kN GE CF700-2D-2 turbofans.,10,A,15.4332,7.71666,3,,1.028888,1.028888
SC7,90,600,L,Light,5670,1200,120,360.1108,120,257.222,120,NaN,,170,NaN,FL220,600,,,150,411.5552,130,46.29996,411.5552,46.29996,A,700,SHS,One or two pilots and 9 passengers in executive-. up to 19 in high density configuration.,STOL utility transport and commuter aircraft. In service since 1967.  Multi-role transport development with STOL performance. built in several series. Series 3 turboprop powered. named Skyvan. series 3M military Skyvan and 3M-200 with higher max. take-off weight.,,19.8,12.2,4.6,2 x 715 SHP Garrett TFE331-2-201A turboprops with 3 blade propellers.,9,B,15.4332,7.71666,3,,1.028888,1.028888
SF34,110,1300,M,Light,12900,1800,140,514.444,210,360.1108,210,NaN,,250,0.2314998,FL250,930,,,280,771.666,250,77.1666,771.666,59.16106,B,1100,SF3,Flightcrew of two and typical 34 passengers.,Turboprop regional airliner. In service since 1984.  Improved. more powerful version 340B since 1989. Last development 340B plus since 1994 which introduced changes developed for the larger SAAB 2000. Military versions TP100 for VIP transport and S100 Argus as AEW platform for Swedish Air Force.,SAAB 340<br />SAAB-FAIRCHILD SF-340,21.4,19.7,7,2 x 1.735 SHP GE CT75A2 turboprops with 4 blade propellers.,34,B,15.4332,7.71666,3,,1.028888,1.028888
SH33,100,1100,M,Light,10250,1000,110,360.1108,130,257.222,130,NaN,,180,NaN,FL220,1000,,,180,411.5552,180,NaN,411.5552,51.4444,B,1100,SH3,Flightcrew of two and 30 passengers.,Regional airliner and utility freighter. In service since 1975.  Improved. stretched development of SC-7 Skyvan. More powerful development 330-200. Various freighter versions were built including the Sherpa with a rear loading ramp. Military version C-23 for US Air Force and Army and 330-UT for Thailands Army.,SD3-330<br />Sherpa,22.8,17.7,5,100: 2 x 1.156 SHP P&amp;W PT6A-45B Turboprops with 5 blade propellers. 200: 2 x 1.198 SHP P&amp;W PT6A-45R Turboprops with 5 blade propellers. C-23: 2 x 1.120 SHP P&amp;W T101-CP-100 Turboprops with 5 blade propellers.,30,B,15.4332,7.71666,3,,1.028888,1.028888
SH36,110,1300,M,Light,12300,1000,140,257.222,170,257.222,170,NaN,,210,NaN,FL220,1000,,,180,411.5552,180,NaN,411.5552,51.4444,B,1100,SH6,Flightcrew of two and typical 36 passengers.,Regional airliner. In service since 1982.  Stretched. conventional tail development of SHORT 330. Improved version 360-300 since 1987. Freighter version 330-300F.,SD3-60.360,22.8,21.6,7.3,2 x 1.294 SHP P&amp;W PT6A-65R turboprops with 5 blade propellers. 300: 2 x 1.424 SHP P&amp;W PT6A-67R turboprops with 6 blade propellers.,36,B,15.4332,7.71666,3,,1.028888,1.028888
SR20,,451,L,Light,1361,830,85,257.222,80,0,80,NaN,,155,NaN,FL175,785,,,140,514.444,90,38.5833,514.444,33.43886,A,260,SR20,1 pilot and 3 passengers. Optional 4 passengers.,The SR20 is the first general aviation aircraft in production equipped with a parachute to lower the aircraft to the ground in case of loss of control or structural failure.&#13;&#10;The SR20 was first flown in March 1995. and the first aircraft was delivered in 1999. ,,11.68,7.92,2.7,1 × Continental IO-360-ES. 200 hp (149 kW),3,A,15.4332,7.71666,3,,1.028888,1.028888
SU17,150,900,M,Lower,19500,45000,180,18005.54,300,10288.88,300,5144.44,0.8,550,0.4629996,FL470,1300,0.85,10000,400,5144.44,250,87.45548,771.666,72.02216,C,900,SU17,Only pilot (2 in Su-17U and Su-22U - pilot and trainee ).,Ground attack fighter. In service since 1970.  Improved swing-wing development of Su-7. Built in many versions. Su-20 for export. Su-17R and Su-20R reconnaissance versions. Improved development Su-17M2 and shorter Su-17M2D since 1974. Improved export development Su-22. Su-17U and Su-22U two seat trainer versions. Su-17M3 and two seat Su-17UM3 with modified tail. In 2000 in wide spread use in Russia. Eastern Europe and the Middle east.,SUKHOI Su-17/20/22,13.7,19,5.1,1 x 110.3 kN Lyulka AL-21F-3 afterburning turbojet.,0,A,15.4332,7.71666,3,,1.028888,1.028888
